,State,Year,Type,Value
734,MS,2018,Rel_accident,810.569515557306
735,CO,2018,Rel_accident,300.00091879284753
736,WI,2018,Rel_accident,850.9964278626711
737,NJ,2018,Rel_accident,423.1404936624416
738,WA,2018,Rel_accident,311.3130530973451
739,MD,2018,Rel_accident,264.5618477175787
740,AR,2018,Rel_accident,3587.515050167224
741,OR,2018,Rel_accident,130.13774422735347
742,KS,2018,Rel_accident,893.3624272651704
743,NM,2018,Rel_accident,690.545928030303
744,MN,2018,Rel_accident,167.65002224749097
745,MA,2018,Rel_accident,524.5216930094409
746,NV,2018,Rel_accident,744.819001126549
747,IA,2018,Rel_accident,910.2984293193717
748,CT,2018,Rel_accident,405.7953589783523
749,WV,2018,Rel_accident,1694.150521609538
750,UT,2018,Rel_accident,181.51819075712882
751,ID,2018,Rel_accident,2989.343675417661
752,NE,2018,Rel_accident,242.78923076923076
753,MT,2018,Rel_accident,5303.973684210527
754,NH,2018,Rel_accident,462.6304261250498
755,ME,2018,Rel_accident,1480.2019914651494
756,HI,2018,Rel_accident,
757,SD,2018,Rel_accident,49109.846153846156
758,DE,2018,Rel_accident,478.40875912408757
759,WY,2018,Rel_accident,2117.4545454545455
760,ND,2018,Rel_accident,29543.842105263157
761,AK,2018,Rel_accident,
762,VT,2018,Rel_accident,3004.744680851064
763,RI,2018,Rel_accident,232.26940779380178
764,DC,2018,Rel_accident,552.5979057591624
765,CA,2019,Rel_accident,127.49127450750744
766,TX,2019,Rel_accident,226.41276455194492
767,FL,2019,Rel_accident,257.997910898148
768,GA,2019,Rel_accident,306.1500126486213
769,NC,2019,Rel_accident,165.65579686514926
770,TN,2019,Rel_accident,226.49505559498462
771,OH,2019,Rel_accident,606.9355496788818
772,PA,2019,Rel_accident,447.1480597014925
773,IL,2019,Rel_accident,428.0100155240623
774,SC,2019,Rel_accident,65.73161347187146
775,AZ,2019,Rel_accident,218.8923315259489
776,MI,2019,Rel_accident,350.76100196463653
777,NY,2019,Rel_accident,283.80757325389254
778,AL,2019,Rel_accident,209.2811622829816
779,MO,2019,Rel_accident,468.0158764918428
780,VA,2019,Rel_accident,228.98794431049234
781,IN,2019,Rel_accident,590.5050180133813
782,LA,2019,Rel_accident,180.98883034773445
783,KY,2019,Rel_accident,443.5493266978923
784,OK,2019,Rel_accident,123.15920519455157
785,MS,2019,Rel_accident,1037.3165322580646
786,CO,2019,Rel_accident,240.37366628830873
787,WI,2019,Rel_accident,623.6966177964872
788,NJ,2019,Rel_accident,489.89191888154863
789,WA,2019,Rel_accident,388.03750509580107
790,MD,2019,Rel_accident,358.19788155994223
791,AR,2019,Rel_accident,2173.4904137235117
792,OR,2019,Rel_accident,72.8679547550852
793,NM,2019,Rel_accident,897.0983910891089
794,KS,2019,Rel_accident,1079.829573934837
795,MN,2019,Rel_accident,144.32488938426724
796,MA,2019,Rel_accident,529.4743822868757
797,IA,2019,Rel_accident,800.2923997185081
798,NV,2019,Rel_accident,684.578807064312
799,WV,2019,Rel_accident,2389.828752642706
800,CT,2019,Rel_accident,477.92944841487997
801,UT,2019,Rel_accident,85.6628972981705
802,NE,2019,Rel_accident,308.0340150699677
803,ID,2019,Rel_accident,2260.8935018050543
804,MT,2019,Rel_accident,5171.025477707007
805,ME,2019,Rel_accident,1644.8569182389938
806,DE,2019,Rel_accident,501.56111111111113
807,WY,2019,Rel_accident,3786.7410714285716
808,HI,2019,Rel_accident,
809,ND,2019,Rel_accident,32709.647058823528
810,NH,2019,Rel_accident,538.625957638576
811,SD,2019,Rel_accident,24024.555555555555
812,AK,2019,Rel_accident,
813,RI,2019,Rel_accident,255.72782258064515
814,VT,2019,Rel_accident,2100.5911111111113
815,DC,2019,Rel_accident,360.17417619367853
816,CA,2020,Rel_accident,94.5788983371391
817,TX,2020,Rel_accident,240.40712769431744
818,FL,2020,Rel_accident,120.5517942345162
819,GA,2020,Rel_accident,321.0718401844026
820,NC,2020,Rel_accident,157.04151502066497
821,OH,2020,Rel_accident,469.8534222737819
822,TN,2020,Rel_accident,171.35467097635527
823,IL,2020,Rel_accident,328.9198224497141
824,PA,2020,Rel_accident,206.7812869017574
825,MI,2020,Rel_accident,445.7685719723403
826,AZ,2020,Rel_accident,192.36482139834095
827,SC,2020,Rel_accident,62.20693115036073
828,NY,2020,Rel_accident,249.85882593996516
829,MO,2020,Rel_accident,410.6895487851909
830,AL,2020,Rel_accident,200.29229625959871
831,IN,2020,Rel_accident,580.6697412246989
832,VA,2020,Rel_accident,131.90447068276677
833,LA,2020,Rel_accident,129.70343937438312
834,KY,2020,Rel_accident,521.8448275862069
835,MS,2020,Rel_accident,999.064388311045
836,OK,2020,Rel_accident,187.67917586460632
837,AR,2020,Rel_accident,697.0644012944983
838,CO,2020,Rel_accident,309.5577075383397
839,WI,2020,Rel_accident,1097.3536740401728
840,NJ,2020,Rel_accident,335.175470683163
841,MD,2020,Rel_accident,182.91922302985503
842,WA,2020,Rel_accident,439.9742638710166
843,OR,2020,Rel_accident,85.4762568210844
844,KS,2020,Rel_accident,758.0567322239032
845,MN,2020,Rel_accident,104.36210547801903
846,NM,2020,Rel_accident,1025.91852367688
847,MA,2020,Rel_accident,445.0385550851275
848,IA,2020,Rel_accident,621.7911756645657
849,NV,2020,Rel_accident,842.0941850941851
850,CT,2020,Rel_accident,268.56546408307463
851,UT,2020,Rel_accident,132.76716897233203
852,WV,2020,Rel_accident,940.8838599487617
853,NE,2020,Rel_accident,577.14440433213
854,MT,2020,Rel_accident,337.45061224489797
855,ID,2020,Rel_accident,554.2608883139284
856,ME,2020,Rel_accident,3729.1565836298932
857,SD,2020,Rel_accident,4113.06875
858,WY,2020,Rel_accident,14732.172413793103
859,DE,2020,Rel_accident,334.635189669088
860,NH,2020,Rel_accident,708.8108288770053
861,ND,2020,Rel_accident,1350.892230576441
862,HI,2020,Rel_accident,
863,RI,2020,Rel_accident,306.5416841223293
864,VT,2020,Rel_accident,2477.8010752688174
865,AK,2020,Rel_accident,
866,DC,2020,Rel_accident,197.89703647416414
867,TX,2021,Rel_accident,179.69066090543063
868,CA,2021,Rel_accident,79.30534755291391
869,FL,2021,Rel_accident,67.09794354302434
870,GA,2021,Rel_accident,372.9184467909104
871,NC,2021,Rel_accident,118.10051711026615
872,OH,2021,Rel_accident,582.1184820801125
873,TN,2021,Rel_accident,127.69740766230787
874,IL,2021,Rel_accident,293.977753567161
875,PA,2021,Rel_accident,127.21714205816555
876,SC,2021,Rel_accident,50.10494532397585
877,NY,2021,Rel_accident,214.1528213448711
878,MI,2021,Rel_accident,337.12606639074244
879,AZ,2021,Rel_accident,175.21439153439152
880,MO,2021,Rel_accident,272.96820329459837
881,VA,2021,Rel_accident,87.24831779010742
882,LA,2021,Rel_accident,101.1127680225889
883,AL,2021,Rel_accident,172.77060825180774
884,IN,2021,Rel_accident,346.5994318181818
885,KY,2021,Rel_accident,625.4629590766002
886,MS,2021,Rel_accident,590.7512351060739
887,OK,2021,Rel_accident,282.51479225581903
888,NJ,2021,Rel_accident,257.52002550512094
889,CO,2021,Rel_accident,381.0977021423635
890,AR,2021,Rel_accident,312.4215872156013
891,WA,2021,Rel_accident,364.66221338470143
892,WI,2021,Rel_accident,1432.624092409241
893,OR,2021,Rel_accident,79.25275300149093
894,MD,2021,Rel_accident,138.08220072777036
895,MN,2021,Rel_accident,96.91184244380511
896,NM,2021,Rel_accident,630.2103242320819
897,MA,2021,Rel_accident,427.4189637124913
898,KS,2021,Rel_accident,526.3745591939546
899,NV,2021,Rel_accident,505.69174700211613
900,IA,2021,Rel_accident,337.41260250323694
901,UT,2021,Rel_accident,112.4921257835992
902,CT,2021,Rel_accident,161.16720257234726
903,WV,2021,Rel_accident,299.3924250394529
904,ID,2021,Rel_accident,282.06025614108756
905,MT,2021,Rel_accident,91.95963933018463
906,NE,2021,Rel_accident,625.3116036505867
907,ME,2021,Rel_accident,4347.880658436214
908,DE,2021,Rel_accident,215.3017000761228
909,SD,2021,Rel_accident,20973.40625
910,NH,2021,Rel_accident,1041.5124113475176
911,WY,2021,Rel_accident,578.5913978494624
912,HI,2021,Rel_accident,
913,ND,2021,Rel_accident,359.5297580117724
914,VT,2021,Rel_accident,4013.880341880342
915,RI,2021,Rel_accident,311.1369072164948
916,AK,2021,Rel_accident,
917,DC,2021,Rel_accident,109.06830309498399
918,CA,2016,Fatalities,3569.0
919,TX,2016,Fatalities,3352.0
920,FL,2016,Fatalities,2925.0
921,GA,2016,Fatalities,1440.0
922,NC,2016,Fatalities,1306.0
923,OH,2016,Fatalities,1094.0
924,PA,2016,Fatalities,1083.0
925,IL,2016,Fatalities,998.0
926,TN,2016,Fatalities,942.0
927,MI,2016,Fatalities,940.0
928,NY,2016,Fatalities,939.0
929,SC,2016,Fatalities,925.0
930,AZ,2016,Fatalities,917.0
931,MO,2016,Fatalities,865.0
932,AL,2016,Fatalities,864.0
933,IN,2016,Fatalities,838.0
934,VA,2016,Fatalities,783.0
935,KY,2016,Fatalities,721.0
936,LA,2016,Fatalities,705.0
937,OK,2016,Fatalities,613.0
938,MS,2016,Fatalities,609.0
939,CO,2016,Fatalities,600.0
940,NJ,2016,Fatalities,591.0
941,WI,2016,Fatalities,557.0
942,WA,2016,Fatalities,534.0
943,MD,2016,Fatalities,518.0
944,AR,2016,Fatalities,486.0
945,KS,2016,Fatalities,407.0
946,OR,2016,Fatalities,403.0
947,MN,2016,Fatalities,341.0
948,NM,2016,Fatalities,341.0
949,MA,2016,Fatalities,333.0
950,IA,2016,Fatalities,301.0
951,NV,2016,Fatalities,292.0
952,WV,2016,Fatalities,280.0
953,CT,2016,Fatalities,263.0
954,UT,2016,Fatalities,247.0
955,ID,2016,Fatalities,224.0
956,NE,2016,Fatalities,210.0
957,MT,2016,Fatalities,169.0
958,ME,2016,Fatalities,163.0
959,DE,2016,Fatalities,112.0
960,SD,2016,Fatalities,111.0
961,ND,2016,Fatalities,106.0
962,WY,2016,Fatalities,105.0
963,NH,2016,Fatalities,98.0
964,HI,2016,Fatalities,96.0
965,RI,2016,Fatalities,77.0
966,AK,2016,Fatalities,75.0
967,VT,2016,Fatalities,63.0
968,DC,2016,Fatalities,29.0
969,CA,2017,Fatalities,3569.0
970,TX,2017,Fatalities,3352.0
971,FL,2017,Fatalities,2925.0
972,GA,2017,Fatalities,1440.0
973,NC,2017,Fatalities,1306.0
974,OH,2017,Fatalities,1094.0
975,PA,2017,Fatalities,1083.0
976,IL,2017,Fatalities,998.0
977,TN,2017,Fatalities,942.0
978,MI,2017,Fatalities,940.0
979,NY,2017,Fatalities,939.0
980,SC,2017,Fatalities,925.0
981,AZ,2017,Fatalities,917.0
982,MO,2017,Fatalities,865.0
983,AL,2017,Fatalities,864.0
984,IN,2017,Fatalities,838.0
985,VA,2017,Fatalities,783.0
986,KY,2017,Fatalities,721.0
987,LA,2017,Fatalities,705.0
988,OK,2017,Fatalities,613.0
989,MS,2017,Fatalities,609.0
990,CO,2017,Fatalities,600.0
991,NJ,2017,Fatalities,591.0
992,WI,2017,Fatalities,557.0
993,WA,2017,Fatalities,534.0
994,MD,2017,Fatalities,518.0
995,AR,2017,Fatalities,486.0
996,KS,2017,Fatalities,407.0
997,OR,2017,Fatalities,403.0
998,MN,2017,Fatalities,341.0
999,NM,2017,Fatalities,341.0
1000,MA,2017,Fatalities,333.0
1001,IA,2017,Fatalities,301.0
1002,NV,2017,Fatalities,292.0
1003,WV,2017,Fatalities,280.0
1004,CT,2017,Fatalities,263.0
1005,UT,2017,Fatalities,247.0
1006,ID,2017,Fatalities,224.0
1007,NE,2017,Fatalities,210.0
1008,MT,2017,Fatalities,169.0
1009,ME,2017,Fatalities,163.0
1010,DE,2017,Fatalities,112.0
1011,SD,2017,Fatalities,111.0
1012,ND,2017,Fatalities,106.0
1013,WY,2017,Fatalities,105.0
1014,NH,2017,Fatalities,98.0
1015,HI,2017,Fatalities,96.0
1016,RI,2017,Fatalities,77.0
1017,AK,2017,Fatalities,75.0
1018,VT,2017,Fatalities,63.0
1019,DC,2017,Fatalities,29.0
1020,CA,2018,Fatalities,3485.0
1021,TX,2018,Fatalities,3311.0
1022,FL,2018,Fatalities,2917.0
1023,GA,2018,Fatalities,1408.0
1024,NC,2018,Fatalities,1321.0
1025,PA,2018,Fatalities,1103.0
1026,OH,2018,Fatalities,996.0
1027,TN,2018,Fatalities,973.0
1028,SC,2018,Fatalities,969.0
1029,IL,2018,Fatalities,951.0
1030,AZ,2018,Fatalities,918.0
1031,NY,2018,Fatalities,910.0
1032,MI,2018,Fatalities,907.0
1033,AL,2018,Fatalities,876.0
1034,MO,2018,Fatalities,848.0
1035,VA,2018,Fatalities,778.0
1036,IN,2018,Fatalities,776.0
1037,LA,2018,Fatalities,719.0
1038,KY,2018,Fatalities,664.0
1039,OK,2018,Fatalities,603.0
1040,MS,2018,Fatalities,596.0
1041,CO,2018,Fatalities,588.0
1042,WI,2018,Fatalities,531.0
1043,NJ,2018,Fatalities,524.0
1044,WA,2018,Fatalities,490.0
1045,MD,2018,Fatalities,485.0
1046,AR,2018,Fatalities,476.0
1047,OR,2018,Fatalities,446.0
1048,KS,2018,Fatalities,367.0
1049,NM,2018,Fatalities,351.0
1050,MN,2018,Fatalities,349.0
1051,MA,2018,Fatalities,338.0
1052,NV,2018,Fatalities,299.0
1053,IA,2018,Fatalities,291.0
1054,CT,2018,Fatalities,275.0
1055,WV,2018,Fatalities,265.0
1056,UT,2018,Fatalities,237.0
1057,ID,2018,Fatalities,215.0
1058,NE,2018,Fatalities,201.0
1059,MT,2018,Fatalities,167.0
1060,NH,2018,Fatalities,134.0
1061,ME,2018,Fatalities,127.0
1062,HI,2018,Fatalities,110.0
1063,SD,2018,Fatalities,110.0
1064,DE,2018,Fatalities,104.0
1065,WY,2018,Fatalities,100.0
1066,ND,2018,Fatalities,95.0
1067,AK,2018,Fatalities,69.0
1068,VT,2018,Fatalities,60.0
1069,RI,2018,Fatalities,56.0
1070,DC,2018,Fatalities,30.0
1071,CA,2019,Fatalities,3427.0
1072,TX,2019,Fatalities,3296.0
1073,FL,2019,Fatalities,2952.0
1074,GA,2019,Fatalities,1378.0
1075,NC,2019,Fatalities,1358.0
1076,TN,2019,Fatalities,1041.0
1077,OH,2019,Fatalities,1039.0
1078,PA,2019,Fatalities,990.0
1079,IL,2019,Fatalities,938.0
1080,SC,2019,Fatalities,927.0
1081,AZ,2019,Fatalities,908.0
1082,MI,2019,Fatalities,903.0
1083,NY,2019,Fatalities,879.0
1084,AL,2019,Fatalities,856.0
1085,MO,2019,Fatalities,819.0
1086,VA,2019,Fatalities,774.0
1087,IN,2019,Fatalities,752.0
1088,LA,2019,Fatalities,681.0
1089,KY,2019,Fatalities,667.0
1090,OK,2019,Fatalities,584.0
1091,MS,2019,Fatalities,580.0
1092,CO,2019,Fatalities,545.0
1093,WI,2019,Fatalities,527.0
1094,NJ,2019,Fatalities,524.0
1095,WA,2019,Fatalities,513.0
1096,MD,2019,Fatalities,496.0
1097,AR,2019,Fatalities,473.0
1098,OR,2019,Fatalities,455.0
1099,NM,2019,Fatalities,369.0
1100,KS,2019,Fatalities,361.0
1101,MN,2019,Fatalities,333.0
1102,MA,2019,Fatalities,323.0
1103,IA,2019,Fatalities,313.0
1104,NV,2019,Fatalities,285.0
1105,WV,2019,Fatalities,247.0
1106,CT,2019,Fatalities,233.0
1107,UT,2019,Fatalities,225.0
1108,NE,2019,Fatalities,212.0
1109,ID,2019,Fatalities,201.0
1110,MT,2019,Fatalities,166.0
1111,ME,2019,Fatalities,143.0
1112,DE,2019,Fatalities,122.0
1113,WY,2019,Fatalities,120.0
1114,HI,2019,Fatalities,102.0
1115,ND,2019,Fatalities,91.0
1116,NH,2019,Fatalities,90.0
1117,SD,2019,Fatalities,88.0
1118,AK,2019,Fatalities,62.0
1119,RI,2019,Fatalities,53.0
1120,VT,2019,Fatalities,44.0
1121,DC,2019,Fatalities,22.0
1122,CA,2020,Fatalities,3673.0
1123,TX,2020,Fatalities,3522.0
1124,FL,2020,Fatalities,3097.0
1125,GA,2020,Fatalities,1517.0
1126,NC,2020,Fatalities,1415.0
1127,OH,2020,Fatalities,1154.0
1128,TN,2020,Fatalities,1119.0
1129,IL,2020,Fatalities,1086.0
1130,PA,2020,Fatalities,1060.0
1131,MI,2020,Fatalities,1013.0
1132,AZ,2020,Fatalities,966.0
1133,SC,2020,Fatalities,964.0
1134,NY,2020,Fatalities,958.0
1135,MO,2020,Fatalities,914.0
1136,AL,2020,Fatalities,852.0
1137,IN,2020,Fatalities,815.0
1138,VA,2020,Fatalities,796.0
1139,LA,2020,Fatalities,762.0
1140,KY,2020,Fatalities,709.0
1141,MS,2020,Fatalities,685.0
1142,OK,2020,Fatalities,600.0
1143,AR,2020,Fatalities,598.0
1144,CO,2020,Fatalities,574.0
1145,WI,2020,Fatalities,559.0
1146,NJ,2020,Fatalities,549.0
1147,MD,2020,Fatalities,546.0
1148,WA,2020,Fatalities,539.0
1149,OR,2020,Fatalities,460.0
1150,KS,2020,Fatalities,382.0
1151,MN,2020,Fatalities,369.0
1152,NM,2020,Fatalities,365.0
1153,MA,2020,Fatalities,327.0
1154,IA,2020,Fatalities,310.0
1155,NV,2020,Fatalities,309.0
1156,CT,2020,Fatalities,284.0
1157,UT,2020,Fatalities,256.0
1158,WV,2020,Fatalities,249.0
1159,NE,2020,Fatalities,217.0
1160,MT,2020,Fatalities,190.0
1161,ID,2020,Fatalities,188.0
1162,ME,2020,Fatalities,151.0
1163,SD,2020,Fatalities,132.0
1164,WY,2020,Fatalities,114.0
1165,DE,2020,Fatalities,104.0
1166,NH,2020,Fatalities,98.0
1167,ND,2020,Fatalities,96.0
1168,HI,2020,Fatalities,81.0
1169,RI,2020,Fatalities,66.0
1170,VT,2020,Fatalities,58.0
1171,AK,2020,Fatalities,53.0
1172,DC,2020,Fatalities,34.0
1173,TX,2021,Fatalities,4068.0
1174,CA,2021,Fatalities,3983.0
1175,FL,2021,Fatalities,3451.0
1176,GA,2021,Fatalities,1670.0
1177,NC,2021,Fatalities,1535.0
1178,OH,2021,Fatalities,1242.0
1179,TN,2021,Fatalities,1229.0
1180,IL,2021,Fatalities,1210.0
1181,PA,2021,Fatalities,1153.0
1182,SC,2021,Fatalities,1112.0
1183,NY,2021,Fatalities,1099.0
1184,MI,2021,Fatalities,1072.0
1185,AZ,2021,Fatalities,1063.0
1186,MO,2021,Fatalities,931.0
1187,VA,2021,Fatalities,906.0
1188,LA,2021,Fatalities,887.0
1189,AL,2021,Fatalities,885.0
1190,IN,2021,Fatalities,863.0
1191,KY,2021,Fatalities,734.0
1192,MS,2021,Fatalities,697.0
1193,OK,2021,Fatalities,681.0
1194,NJ,2021,Fatalities,669.0
1195,CO,2021,Fatalities,638.0
1196,AR,2021,Fatalities,631.0
1197,WA,2021,Fatalities,603.0
1198,WI,2021,Fatalities,572.0
1199,OR,2021,Fatalities,552.0
1200,MD,2021,Fatalities,522.0
1201,MN,2021,Fatalities,451.0
1202,NM,2021,Fatalities,427.0
1203,MA,2021,Fatalities,397.0
1204,KS,2021,Fatalities,381.0
1205,NV,2021,Fatalities,360.0
1206,IA,2021,Fatalities,329.0
1207,UT,2021,Fatalities,293.0
1208,CT,2021,Fatalities,283.0
1209,WV,2021,Fatalities,257.0
1210,ID,2021,Fatalities,244.0
1211,MT,2021,Fatalities,222.0
1212,NE,2021,Fatalities,192.0
1213,ME,2021,Fatalities,135.0
1214,DE,2021,Fatalities,132.0
1215,SD,2021,Fatalities,131.0
1216,NH,2021,Fatalities,106.0
1217,WY,2021,Fatalities,102.0
1218,HI,2021,Fatalities,94.0
1219,ND,2021,Fatalities,85.0
1220,VT,2021,Fatalities,69.0
1221,RI,2021,Fatalities,61.0
1222,AK,2021,Fatalities,59.0
1223,DC,2021,Fatalities,40.0
1224,CA,2016,Rel_Fatality,7340.833847015971
1225,TX,2016,Rel_Fatality,4821.713007159905
1226,FL,2016,Rel_Fatality,5017.148717948718
1227,GA,2016,Rel_Fatality,4844.375
1228,NC,2016,Rel_Fatality,5564.350689127105
1229,OH,2016,Rel_Fatality,7289.717550274223
1230,PA,2016,Rel_Fatality,8307.308402585411
1231,IL,2016,Rel_Fatality,8531.70741482966
1232,TN,2016,Rel_Fatality,5517.944798301486
1233,MI,2016,Rel_Fatality,7526.248936170213
1234,NY,2016,Rel_Fatality,12723.714589989351
1235,SC,2016,Rel_Fatality,4050.465945945946
1236,AZ,2016,Rel_Fatality,5542.3173391494
1237,MO,2016,Rel_Fatality,4912.808092485549
1238,AL,2016,Rel_Fatality,4563.752314814815
1239,IN,2016,Rel_Fatality,5433.483293556086
1240,VA,2016,Rel_Fatality,7550.508301404853
1241,KY,2016,Rel_Fatality,4204.50346740638
1242,LA,2016,Rel_Fatality,4815.737588652482
1243,OK,2016,Rel_Fatality,4075.331158238173
1244,MS,2016,Rel_Fatality,3315.0443349753696
1245,CO,2016,Rel_Fatality,6777.633333333333
1246,NJ,2016,Rel_Fatality,10555.729272419629
1247,WI,2016,Rel_Fatality,7552.549371633752
1248,WA,2016,Rel_Fatality,10553.7734082397
1249,MD,2016,Rel_Fatality,8233.349420849421
1250,AR,2016,Rel_Fatality,4919.965020576132
1251,KS,2016,Rel_Fatality,4987.776412776413
1252,OR,2016,Rel_Fatality,7086.218362282879
1253,MN,2016,Rel_Fatality,9905.894428152493
1254,NM,2016,Rel_Fatality,4462.712609970675
1255,MA,2016,Rel_Fatality,15137.123123123123
1256,IA,2016,Rel_Fatality,7460.598006644518
1257,NV,2016,Rel_Fatality,6412.246575342466
1258,WV,2016,Rel_Fatality,4140.528571428571
1259,CT,2016,Rel_Fatality,9927.783269961978
1260,UT,2016,Rel_Fatality,7936.704453441295
1261,ID,2016,Rel_Fatality,5182.6875
1262,NE,2016,Rel_Fatality,6687.995238095238
1263,MT,2016,Rel_Fatality,4716.834319526627
1264,ME,2016,Rel_Fatality,6265.840490797546
1265,DE,2016,Rel_Fatality,6752.928571428572
1266,SD,2016,Rel_Fatality,5609.576576576576
1267,ND,2016,Rel_Fatality,5244.669811320755
1268,WY,2016,Rel_Fatality,4010.457142857143
1269,NH,2016,Rel_Fatality,11186.061224489797
1270,HI,2016,Rel_Fatality,
1271,RI,2016,Rel_Fatality,9781.077922077922
1272,AK,2016,Rel_Fatality,
1273,VT,2016,Rel_Fatality,8788.412698412698
1274,DC,2016,Rel_Fatality,16890.724137931036
1275,CA,2017,Rel_Fatality,7502.698795180723
1276,TX,2017,Rel_Fatality,5101.2350835322195
1277,FL,2017,Rel_Fatality,5154.310427350428
1278,GA,2017,Rel_Fatality,4903.016666666666
1279,NC,2017,Rel_Fatality,5658.0911179173045
1280,OH,2017,Rel_Fatality,7323.31352833638
1281,PA,2017,Rel_Fatality,8277.797783933518
1282,IL,2017,Rel_Fatality,8546.496993987976
1283,TN,2017,Rel_Fatality,5708.761146496815
1284,MI,2017,Rel_Fatality,7548.7
1285,NY,2017,Rel_Fatality,12976.904153354633
1286,SC,2017,Rel_Fatality,4119.958918918919
1287,AZ,2017,Rel_Fatality,5632.460196292257
1288,MO,2017,Rel_Fatality,4941.9468208092485
1289,AL,2017,Rel_Fatality,4576.826388888889
1290,IN,2017,Rel_Fatality,5433.871121718377
1291,VA,2017,Rel_Fatality,7568.876117496807
1292,KY,2017,Rel_Fatality,4187.251040221914
1293,LA,2017,Rel_Fatality,4859.086524822695
1294,OK,2017,Rel_Fatality,4088.073409461664
1295,MS,2017,Rel_Fatality,3372.617405582923
1296,CO,2017,Rel_Fatality,6926.8966666666665
1297,NJ,2017,Rel_Fatality,10662.204737732656
1298,WI,2017,Rel_Fatality,7602.859964093357
1299,WA,2017,Rel_Fatality,10802.024344569289
1300,MD,2017,Rel_Fatality,8358.1138996139
1301,AR,2017,Rel_Fatality,4974.205761316873
1302,KS,2017,Rel_Fatality,4987.393120393121
1303,OR,2017,Rel_Fatality,7222.312655086848
1304,MN,2017,Rel_Fatality,9955.469208211143
1305,NM,2017,Rel_Fatality,4320.41642228739
1306,MA,2017,Rel_Fatality,14820.348348348349
1307,IA,2017,Rel_Fatality,7464.548172757475
1308,NV,2017,Rel_Fatality,6569.537671232877
1309,WV,2017,Rel_Fatality,4102.807142857143
1310,CT,2017,Rel_Fatality,9836.479087452472
1311,UT,2017,Rel_Fatality,8078.44939271255
1312,ID,2017,Rel_Fatality,5314.138392857143
1313,NE,2017,Rel_Fatality,6687.995238095238
1314,MT,2017,Rel_Fatality,4776.680473372781
1315,ME,2017,Rel_Fatality,6335.601226993865
1316,DE,2017,Rel_Fatality,6879.571428571428
1317,SD,2017,Rel_Fatality,5662.216216216216
1318,ND,2017,Rel_Fatality,5298.745283018868
1319,WY,2017,Rel_Fatality,4023.4761904761904
1320,NH,2017,Rel_Fatality,11261.469387755102
1321,HI,2017,Rel_Fatality,
1322,RI,2017,Rel_Fatality,9781.844155844155
1323,AK,2017,Rel_Fatality,
1324,VT,2017,Rel_Fatality,8892.809523809523
1325,DC,2017,Rel_Fatality,17967.44827586207
1326,CA,2018,Rel_Fatality,7758.794835007174
1327,TX,2018,Rel_Fatality,5246.2648746602235
1328,FL,2018,Rel_Fatality,5268.66472403154
1329,GA,2018,Rel_Fatality,5091.4296875
1330,NC,2018,Rel_Fatality,5684.504920514762
1331,PA,2018,Rel_Fatality,8151.740707162285
1332,OH,2018,Rel_Fatality,8064.924698795181
1333,TN,2018,Rel_Fatality,5572.897225077081
1334,SC,2018,Rel_Fatality,3969.111455108359
1335,IL,2018,Rel_Fatality,9163.814931650893
1336,AZ,2018,Rel_Fatality,5757.047930283225
1337,NY,2018,Rel_Fatality,13400.395604395604
1338,MI,2018,Rel_Fatality,7887.149944873208
1339,AL,2018,Rel_Fatality,4565.1335616438355
1340,MO,2018,Rel_Fatality,5038.867924528302
1341,VA,2018,Rel_Fatality,7620.862467866324
1342,IN,2018,Rel_Fatality,5914.181701030928
1343,LA,2018,Rel_Fatality,4764.1655076495135
1344,KY,2018,Rel_Fatality,4567.063253012048
1345,OK,2018,Rel_Fatality,4152.9900497512435
1346,MS,2018,Rel_Fatality,3453.0805369127515
1347,CO,2018,Rel_Fatality,7218.899659863946
1348,WI,2018,Rel_Fatality,8075.6516007532955
1349,NJ,2018,Rel_Fatality,12104.725190839694
1350,WA,2018,Rel_Fatality,12061.157142857142
1351,MD,2018,Rel_Fatality,6010.736082474226
1352,AR,2018,Rel_Fatality,4507.004201680672
1353,OR,2018,Rel_Fatality,6571.08071748879
1354,KS,2018,Rel_Fatality,5856.757493188011
1355,NM,2018,Rel_Fatality,4155.079772079772
1356,MN,2018,Rel_Fatality,9716.49570200573
1357,MA,2018,Rel_Fatality,14629.189349112426
1358,NV,2018,Rel_Fatality,6633.6220735785955
1359,IA,2018,Rel_Fatality,7767.254295532646
1360,CT,2018,Rel_Fatality,9474.952727272726
1361,WV,2018,Rel_Fatality,4289.7169811320755
1362,UT,2018,Rel_Fatality,8568.118143459915
1363,ID,2018,Rel_Fatality,5825.7441860465115
1364,NE,2018,Rel_Fatality,7066.253731343284
1365,MT,2018,Rel_Fatality,4827.568862275449
1366,NH,2018,Rel_Fatality,8669.141791044776
1367,ME,2018,Rel_Fatality,8193.55905511811
1368,HI,2018,Rel_Fatality,
1369,SD,2018,Rel_Fatality,5803.890909090909
1370,DE,2018,Rel_Fatality,7562.538461538462
1371,WY,2018,Rel_Fatality,4192.56
1372,ND,2018,Rel_Fatality,5908.768421052631
1373,AK,2018,Rel_Fatality,
1374,VT,2018,Rel_Fatality,9414.866666666667
1375,RI,2018,Rel_Fatality,13517.25
1376,DC,2018,Rel_Fatality,17591.033333333333
1377,CA,2019,Rel_Fatality,7940.954187335862
1378,TX,2019,Rel_Fatality,5407.390776699029
